time,num
2016-07-30T00:00:00.000Z,4813646
2016-07-29T00:00:00.000Z,6314583
2016-07-28T00:00:00.000Z,6024267
2016-07-27T00:00:00.000Z,6211264
2016-07-26T00:00:00.000Z,5572686
2016-07-25T00:00:00.000Z,5343466
2016-07-24T00:00:00.000Z,4247184
2016-07-23T00:00:00.000Z,4366674
2016-07-22T00:00:00.000Z,6595151
2016-07-21T00:00:00.000Z,6910202
2016-07-20T00:00:00.000Z,5886536
2016-07-19T00:00:00.000Z,6181279
2016-07-18T00:00:00.000Z,6130507
2016-07-17T00:00:00.000Z,5137611
2016-07-16T00:00:00.000Z,5563545
2016-07-15T00:00:00.000Z,6616701
2016-07-14T00:00:00.000Z,6577241
2016-07-13T00:00:00.000Z,6818956
2016-07-12T00:00:00.000Z,7437911
2016-07-11T00:00:00.000Z,6607026
2016-07-10T00:00:00.000Z,5460887
2016-07-09T00:00:00.000Z,5429814
2016-07-08T00:00:00.000Z,6464508
2016-07-07T00:00:00.000Z,6853840
2016-07-06T00:00:00.000Z,7094136
2016-07-05T00:00:00.000Z,6986076
2016-07-04T00:00:00.000Z,6180377
2016-07-03T00:00:00.000Z,5663462
2016-07-02T00:00:00.000Z,5543389
2016-07-01T00:00:00.000Z,6212874
2016-06-30T00:00:00.000Z,6014490
2016-06-29T00:00:00.000Z,6019251
2016-06-28T00:00:00.000Z,5867346
2016-06-27T00:00:00.000Z,5929696
2016-06-26T00:00:00.000Z,4910053
2016-06-25T00:00:00.000Z,4812352
2016-06-24T00:00:00.000Z,6049662
2016-06-23T00:00:00.000Z,5945556
2016-06-22T00:00:00.000Z,5977835
2016-06-21T00:00:00.000Z,6033961
2016-06-20T00:00:00.000Z,5760974
2016-06-19T00:00:00.000Z,4877606
2016-06-18T00:00:00.000Z,4923132
2016-06-17T00:00:00.000Z,5996171
2016-06-16T00:00:00.000Z,5934290
2016-06-15T00:00:00.000Z,5705609
2016-06-14T00:00:00.000Z,5884831
2016-06-13T00:00:00.000Z,6355412
2016-06-12T00:00:00.000Z,5169869
2016-06-11T00:00:00.000Z,5034255
2016-06-10T00:00:00.000Z,5849013
2016-06-09T00:00:00.000Z,5824050
2016-06-08T00:00:00.000Z,5847533
2016-06-07T00:00:00.000Z,5914643
2016-06-06T00:00:00.000Z,6370626
2016-06-05T00:00:00.000Z,4748068
2016-06-04T00:00:00.000Z,4645683
2016-06-03T00:00:00.000Z,5964201
2016-06-02T00:00:00.000Z,6030082
2016-06-01T00:00:00.000Z,5985997
2016-05-31T00:00:00.000Z,5928803
2016-05-30T00:00:00.000Z,5443806
2016-05-29T00:00:00.000Z,4794866
2016-05-28T00:00:00.000Z,4625154
2016-05-27T00:00:00.000Z,6516111
2016-05-26T00:00:00.000Z,6027257
2016-05-25T00:00:00.000Z,6755183
2016-05-24T00:00:00.000Z,6634989
2016-05-23T00:00:00.000Z,5937688
2016-05-22T00:00:00.000Z,4503529
2016-05-21T00:00:00.000Z,4508746
2016-05-20T00:00:00.000Z,6319449
2016-05-19T00:00:00.000Z,6728561
2016-05-18T00:00:00.000Z,6123777
2016-05-17T00:00:00.000Z,5900744
2016-05-16T00:00:00.000Z,5874698
2016-05-15T00:00:00.000Z,4636704
2016-05-14T00:00:00.000Z,4774585
2016-05-13T00:00:00.000Z,6462675
2016-05-12T00:00:00.000Z,7085062
2016-05-11T00:00:00.000Z,4552497
2016-05-10T00:00:00.000Z,4590297
2016-05-09T00:00:00.000Z,4505301
2016-05-08T00:00:00.000Z,3688782
2016-05-07T00:00:00.000Z,3770250
2016-05-06T00:00:00.000Z,4557119
2016-05-05T00:00:00.000Z,5233890
2016-05-04T00:00:00.000Z,4873680
2016-05-03T00:00:00.000Z,4935222
2016-05-02T00:00:00.000Z,4697842
2016-05-01T00:00:00.000Z,3094829
2016-04-30T00:00:00.000Z,3070482
2016-04-29T00:00:00.000Z,3893539
2016-04-28T00:00:00.000Z,3681105
2016-04-27T00:00:00.000Z,3656838
2016-04-26T00:00:00.000Z,3685756
2016-04-25T00:00:00.000Z,3725306
2016-04-24T00:00:00.000Z,2701745
2016-04-23T00:00:00.000Z,2764996
2016-04-22T00:00:00.000Z,3499190
2016-04-21T00:00:00.000Z,3641077
2016-04-20T00:00:00.000Z,3688205
2016-04-19T00:00:00.000Z,3790650
2016-04-18T00:00:00.000Z,3557783
2016-04-17T00:00:00.000Z,2588185
2016-04-16T00:00:00.000Z,2696063
2016-04-15T00:00:00.000Z,3658864
2016-04-14T00:00:00.000Z,3744471
2016-04-13T00:00:00.000Z,3650273
2016-04-12T00:00:00.000Z,3542481
2016-04-11T00:00:00.000Z,3489045
2016-04-10T00:00:00.000Z,2463864
2016-04-09T00:00:00.000Z,2593582
2016-04-08T00:00:00.000Z,3234260
2016-04-07T00:00:00.000Z,3577438
2016-04-06T00:00:00.000Z,3384600
2016-04-05T00:00:00.000Z,3422259
2016-04-04T00:00:00.000Z,3251633
2016-04-03T00:00:00.000Z,2158857
2016-04-02T00:00:00.000Z,2513762
2016-04-01T00:00:00.000Z,3375602
2016-03-31T00:00:00.000Z,4976594
2016-03-30T00:00:00.000Z,4278756
2016-03-29T00:00:00.000Z,3690634
2016-03-28T00:00:00.000Z,3657537
2016-03-27T00:00:00.000Z,2683028
2016-03-26T00:00:00.000Z,2937667
2016-03-25T00:00:00.000Z,3595085
2016-03-24T00:00:00.000Z,4367014
2016-03-23T00:00:00.000Z,4632577
2016-03-22T00:00:00.000Z,4139878
2016-03-21T00:00:00.000Z,4363893
2016-03-20T00:00:00.000Z,2769017
2016-03-19T00:00:00.000Z,4606876
2016-03-18T00:00:00.000Z,6052126
2016-03-17T00:00:00.000Z,5634527
2016-03-16T00:00:00.000Z,5192797
2016-03-15T00:00:00.000Z,5265228
2016-03-14T00:00:00.000Z,5270227
2016-03-13T00:00:00.000Z,2993530
2016-03-12T00:00:00.000Z,2502536
2016-03-11T00:00:00.000Z,5532972
2016-03-10T00:00:00.000Z,3382977
2016-03-09T00:00:00.000Z,3563531
2016-03-08T00:00:00.000Z,3328488
2016-03-07T00:00:00.000Z,3214469
2016-03-06T00:00:00.000Z,2497755
2016-03-05T00:00:00.000Z,2368257
2016-03-04T00:00:00.000Z,3448405
2016-03-03T00:00:00.000Z,3306352
2016-03-02T00:00:00.000Z,3420538
2016-03-01T00:00:00.000Z,3294551
2016-02-29T00:00:00.000Z,3185861
2016-02-28T00:00:00.000Z,2392043
2016-02-27T00:00:00.000Z,2468583
2016-02-26T00:00:00.000Z,3238149
2016-02-25T00:00:00.000Z,3488073
2016-02-24T00:00:00.000Z,3356714
2016-02-23T00:00:00.000Z,3564475
2016-02-22T00:00:00.000Z,3321224
2016-02-21T00:00:00.000Z,2270226
2016-02-20T00:00:00.000Z,2408159
2016-02-19T00:00:00.000Z,3172709
2016-02-18T00:00:00.000Z,3291777
2016-02-17T00:00:00.000Z,3230790
2016-02-16T00:00:00.000Z,3158665
2016-02-15T00:00:00.000Z,2843927
2016-02-14T00:00:00.000Z,2261590
2016-02-13T00:00:00.000Z,2241471
2016-02-12T00:00:00.000Z,3121627
2016-02-11T00:00:00.000Z,3215144
2016-02-10T00:00:00.000Z,3244918
2016-02-09T00:00:00.000Z,3297902
2016-02-08T00:00:00.000Z,3236284
2016-02-07T00:00:00.000Z,2283618
2016-02-06T00:00:00.000Z,2330127
2016-02-05T00:00:00.000Z,3238140
2016-02-04T00:00:00.000Z,3272780
2016-02-03T00:00:00.000Z,3268065
2016-02-02T00:00:00.000Z,3172959
2016-02-01T00:00:00.000Z,2881151
2016-01-31T00:00:00.000Z,1758110
2016-01-30T00:00:00.000Z,2304394
2016-01-29T00:00:00.000Z,3251438
2016-01-28T00:00:00.000Z,3316173
2016-01-27T00:00:00.000Z,3268355
2016-01-26T00:00:00.000Z,333249
