time,num
2016-12-31T00:00:00.000Z,430746
2016-12-30T00:00:00.000Z,3540548
2016-12-29T00:00:00.000Z,2841228
2016-12-28T00:00:00.000Z,3376305
2016-12-27T00:00:00.000Z,3626078
2016-12-26T00:00:00.000Z,3363398
2016-12-25T00:00:00.000Z,2877875
2016-12-24T00:00:00.000Z,3600162
2016-12-23T00:00:00.000Z,4364448
2016-12-22T00:00:00.000Z,4042411
2016-12-21T00:00:00.000Z,3864157
2016-12-20T00:00:00.000Z,8361646
2016-12-19T00:00:00.000Z,4460597
2016-12-18T00:00:00.000Z,4149979
2016-12-17T00:00:00.000Z,4303722
2016-12-16T00:00:00.000Z,5398617
2016-12-15T00:00:00.000Z,3909540
2016-12-14T00:00:00.000Z,4572800
2016-12-13T00:00:00.000Z,4229299
2016-12-12T00:00:00.000Z,3808049
2016-12-11T00:00:00.000Z,2988176
2016-12-10T00:00:00.000Z,3192252
2016-12-09T00:00:00.000Z,3868202
2016-12-08T00:00:00.000Z,4901579
2016-12-07T00:00:00.000Z,9722532
2016-12-06T00:00:00.000Z,10664130
2016-12-05T00:00:00.000Z,6057190
2016-12-04T00:00:00.000Z,3044989
2016-12-03T00:00:00.000Z,2955105
2016-12-02T00:00:00.000Z,6102357
2016-12-01T00:00:00.000Z,7103613
2016-11-30T00:00:00.000Z,10693254
2016-11-29T00:00:00.000Z,12878672
2016-11-28T00:00:00.000Z,7939453
2016-11-27T00:00:00.000Z,3580585
2016-11-26T00:00:00.000Z,8306918
2016-11-25T00:00:00.000Z,6543042
2016-11-24T00:00:00.000Z,5816970
2016-11-23T00:00:00.000Z,6300985
2016-11-22T00:00:00.000Z,10329953
2016-11-21T00:00:00.000Z,6591896
2016-11-20T00:00:00.000Z,5245294
2016-11-19T00:00:00.000Z,11752518
2016-11-18T00:00:00.000Z,8996944
2016-11-17T00:00:00.000Z,6504665
2016-11-16T00:00:00.000Z,4962476
2016-11-15T00:00:00.000Z,5838858
2016-11-14T00:00:00.000Z,5466324
2016-11-13T00:00:00.000Z,3349283
2016-11-12T00:00:00.000Z,3780566
2016-11-11T00:00:00.000Z,4442127
2016-11-10T00:00:00.000Z,4466970
2016-11-09T00:00:00.000Z,4450830
2016-11-08T00:00:00.000Z,5235194
2016-11-07T00:00:00.000Z,4406754
2016-11-06T00:00:00.000Z,3357404
2016-11-05T00:00:00.000Z,3298742
2016-11-04T00:00:00.000Z,6093907
2016-11-03T00:00:00.000Z,4671698
2016-11-02T00:00:00.000Z,6299681
2016-11-01T00:00:00.000Z,6318343
2016-10-31T00:00:00.000Z,4077430
2016-10-30T00:00:00.000Z,2640426
2016-10-29T00:00:00.000Z,2678003
2016-10-28T00:00:00.000Z,4159272
2016-10-27T00:00:00.000Z,4914310
2016-10-26T00:00:00.000Z,5314074
2016-10-25T00:00:00.000Z,5654747
2016-10-24T00:00:00.000Z,5909757
2016-10-23T00:00:00.000Z,3838511
2016-10-22T00:00:00.000Z,3819441
2016-10-21T00:00:00.000Z,5092918
2016-10-20T00:00:00.000Z,4977859
2016-10-19T00:00:00.000Z,5046669
2016-10-18T00:00:00.000Z,5132743
2016-10-17T00:00:00.000Z,4783832
2016-10-16T00:00:00.000Z,3363898
2016-10-15T00:00:00.000Z,3344846
2016-10-14T00:00:00.000Z,5600708
2016-10-13T00:00:00.000Z,6540305
2016-10-12T00:00:00.000Z,4687825
2016-10-11T00:00:00.000Z,4210285
2016-10-10T00:00:00.000Z,4285760
2016-10-09T00:00:00.000Z,3164128
2016-10-08T00:00:00.000Z,3142610
2016-10-07T00:00:00.000Z,4188312
2016-10-06T00:00:00.000Z,4095268
2016-10-05T00:00:00.000Z,4112031
2016-10-04T00:00:00.000Z,4335886
2016-10-03T00:00:00.000Z,4128197
2016-10-02T00:00:00.000Z,3458268
2016-10-01T00:00:00.000Z,3053118
2016-09-30T00:00:00.000Z,4091364
2016-09-29T00:00:00.000Z,4562853
2016-09-28T00:00:00.000Z,4449705
2016-09-27T00:00:00.000Z,4323788
2016-09-26T00:00:00.000Z,4554238
2016-09-25T00:00:00.000Z,3451581
2016-09-24T00:00:00.000Z,3364794
2016-09-23T00:00:00.000Z,4375839
2016-09-22T00:00:00.000Z,4567508
2016-09-21T00:00:00.000Z,4816225
2016-09-20T00:00:00.000Z,5378829
2016-09-19T00:00:00.000Z,4757938
2016-09-18T00:00:00.000Z,3704432
2016-09-17T00:00:00.000Z,3572571
2016-09-16T00:00:00.000Z,4832911
2016-09-15T00:00:00.000Z,4571399
2016-09-14T00:00:00.000Z,4752280
2016-09-13T00:00:00.000Z,5570446
2016-09-12T00:00:00.000Z,4777568
2016-09-11T00:00:00.000Z,3140828
2016-09-10T00:00:00.000Z,3868218
2016-09-09T00:00:00.000Z,4723581
2016-09-08T00:00:00.000Z,5640563
2016-09-07T00:00:00.000Z,5424404
2016-09-06T00:00:00.000Z,5115758
2016-09-05T00:00:00.000Z,4404844
2016-09-04T00:00:00.000Z,3843323
2016-09-03T00:00:00.000Z,3515380
2016-09-02T00:00:00.000Z,5084505
2016-09-01T00:00:00.000Z,4844095
2016-08-31T00:00:00.000Z,5396045
2016-08-30T00:00:00.000Z,6579596
2016-08-29T00:00:00.000Z,5782756
2016-08-28T00:00:00.000Z,4151736
2016-08-27T00:00:00.000Z,4201829
2016-08-26T00:00:00.000Z,5273787
2016-08-25T00:00:00.000Z,5463467
2016-08-24T00:00:00.000Z,5334795
2016-08-23T00:00:00.000Z,5333066
2016-08-22T00:00:00.000Z,4907513
2016-08-21T00:00:00.000Z,3550145
2016-08-20T00:00:00.000Z,4119395
2016-08-19T00:00:00.000Z,5308509
2016-08-18T00:00:00.000Z,7113706
2016-08-17T00:00:00.000Z,6179826
2016-08-16T00:00:00.000Z,5784864
2016-08-15T00:00:00.000Z,6074208
2016-08-14T00:00:00.000Z,4257002
2016-08-13T00:00:00.000Z,4692476
2016-08-12T00:00:00.000Z,5497221
2016-08-11T00:00:00.000Z,5579781
2016-08-10T00:00:00.000Z,5360158
2016-08-09T00:00:00.000Z,5836788
2016-08-08T00:00:00.000Z,5322167
2016-08-07T00:00:00.000Z,4053972
2016-08-06T00:00:00.000Z,4163992
2016-08-05T00:00:00.000Z,5622469
2016-08-04T00:00:00.000Z,6037554
2016-08-03T00:00:00.000Z,6049019
2016-08-02T00:00:00.000Z,5924345
2016-08-01T00:00:00.000Z,5875086
2016-07-31T00:00:00.000Z,4806180
